employer,period_begin,period_end,post_date,salary,sheltered,unsheltered,total
Ascension,3/1/2011,3/31/2011,4/4/2011,"4,633.20",324.33,0,324.33
Ascension,6/1/2011,6/30/2011,7/8/2011,"4,633.20",324.33,0,324.33
Ascension,9/1/2011,9/30/2011,10/4/2011,"4,633.20",324.33,0,324.33
Ascension,12/1/2011,12/31/2011,1/17/2012,"4,633.20",324.33,0,324.33
Ascension,3/1/2012,3/31/2012,4/2/2012,"4,633.20",324.33,0,324.33
Ascension,6/1/2012,6/30/2012,7/16/2012,"4,633.20",324.33,0,324.33
Ascension,9/1/2012,9/30/2012,9/27/2012,"4,633.20",324.33,0,324.33
Ascension,12/1/2012,12/31/2012,1/15/2013,"4,820.40",337.44,0,337.44
Ascension,3/1/2013,3/31/2013,4/1/2013,"4,820.40",337.44,0,337.44
Ascension,6/1/2013,6/30/2013,7/9/2013,"4,820.40",337.44,0,337.44
Ascension,9/1/2013,9/30/2013,10/4/2013,"4,820.40",337.44,0,337.44
Ascension,12/1/2013,12/31/2013,2/3/2014,"4,820.40",337.44,0,337.44
Ascension,3/1/2014,3/31/2014,4/9/2014,"4,820.40",337.44,0,337.44
Ascension,6/1/2014,6/30/2014,7/8/2014,"4,820.40",337.44,0,337.44
Ascension,9/1/2014,9/30/2014,10/9/2014,"4,820.40",337.44,0,337.44
Ascension,12/1/2014,12/31/2014,1/15/2015,"5,012.79",350.91,0,350.91
Ascension,3/1/2015,3/31/2015,4/13/2015,"5,012.79",350.91,0,350.91
Ascension,6/1/2015,6/30/2015,7/13/2015,"5,012.79",350.91,0,350.91
Ascension,9/1/2015,9/30/2015,10/19/2015,"5,012.79",350.91,0,350.91
Ascension,12/1/2015,12/31/2015,1/14/2016,"5,012.79",350.91,0,350.91
Ascension,3/1/2016,3/31/2016,4/18/2016,"5,012.79",350.91,0,350.91
Ascension,6/1/2016,6/30/2016,7/14/2016,"5,012.79",350.91,0,350.91
Ascension,9/1/2016,9/30/2016,10/14/2016,"5,012.79",350.91,0,350.91
Ascension,12/1/2016,12/31/2016,1/12/2017,"5,012.79",350.91,0,350.91
Ascension,3/1/2017,3/31/2017,4/6/2017,"5,012.79",350.91,0,350.91
Ascension,4/1/2017,6/30/2017,7/24/2017,"5,012.79",350.91,0,350.91
Ascension,7/1/2017,9/30/2017,12/18/2017,"5,012.79",350.91,0,350.91
Ascension,10/1/2017,12/31/2017,1/24/2018,"5,012.79",350.91,0,350.91
Ascension,1/1/2018,3/31/2018,4/28/2018,"5,114.19",357.99,0,357.99
Ascension,6/1/2018,6/30/2018,7/16/2018,"5,114.19",357.99,0,357.99
Ascension,9/1/2018,9/30/2018,10/8/2018,"5,200.33",364.02,0,364.02
Ascension,9/1/2018,9/30/2018,10/9/2018,"-5,200.33",-364.02,0,-364.02
Ascension,9/1/2018,9/30/2018,10/9/2018,"5,200.33",364.02,0,364.02
Ascension,10/1/2018,12/31/2018,1/14/2019,"5,215.59",365.1,0,365.1
Ascension,3/1/2019,3/31/2019,4/8/2019,"5,215.59",365.1,0,365.1
Ascension,6/1/2019,6/30/2019,7/1/2019,"5,215.59",365.1,0,365.1
Ascension,9/1/2019,9/30/2019,10/8/2019,"5,215.59",365.1,0,365.1
Ascension,12/1/2019,12/31/2019,1/15/2020,"5,215.59",365.1,0,365.1
Ascension,3/1/2020,3/31/2020,4/23/2020,"5,215.59",365.1,0,365.1
Ascension,6/1/2020,6/30/2020,7/8/2020,"5,215.59",365.1,0,365.1
Ascension,7/1/2020,9/30/2020,10/7/2020,"5,215.29",365.1,0,365.1
Ascension,12/1/2020,12/31/2020,1/12/2021,"5,215.59",365.1,0,365.1
Ascension,3/1/2021,3/31/2021,4/5/2021,"5,215.59",365.1,0,365.1
Ascension,4/1/2021,4/30/2021,5/4/2021,"1,738.53",121.7,0,121.7
Ascension,5/1/2021,5/31/2021,6/7/2021,"1,738.53",121.7,0,121.7
Ascension,6/1/2021,6/30/2021,7/14/2021,"1,738.53",121.7,0,121.7
Ascension,7/1/2021,7/31/2021,8/12/2021,"1,824.36",127.71,0,127.71
Ascension,8/1/2021,8/31/2021,9/13/2021,"1,845.13",129.16,0,129.16
Ascension,9/1/2021,9/30/2021,10/15/2021,"1,845.13",129.16,0,129.16
Ascension,10/1/2021,10/31/2021,11/3/2021,"1,845.13",129.16,0,129.16
Ascension,11/1/2021,11/30/2021,12/8/2021,"1,845.13",129.16,0,129.16
Ascension,12/1/2021,12/31/2021,1/13/2022,"1,845.13",129.16,0,129.16
Ascension,1/1/2022,1/31/2022,2/4/2022,"1,845.13",129.16,0,129.16
Ascension,2/1/2022,2/28/2022,3/10/2022,"1,845.13",129.16,0,129.16
Ascension,3/1/2022,3/31/2022,4/8/2022,"1,845.13",129.16,0,129.16
Ascension,4/1/2022,4/30/2022,5/5/2022,"1,845.13",129.16,0,129.16
Ascension,5/1/2022,5/31/2022,6/7/2022,170.32,11.92,0,11.92
Ascension,5/1/2022,5/31/2022,6/16/2022,-170.32,-11.92,0,-11.92
Ascension,5/1/2022,5/31/2022,6/16/2022,85.16,5.96,0,5.96
ROVERS,7/1/2021,7/31/2021,8/10/2021,"2,516.10",176.14,0,176.14
ROVERS,7/1/2021,7/31/2021,8/10/2021,"-2,516.10",-176.14,0,-176.14
State,3/1/2005,3/31/2005,4/5/2005,785.6,55,0,55
State,4/1/2005,4/30/2005,5/5/2005,"1,178.40",82.5,0,82.5
State,5/1/2005,5/31/2005,6/7/2005,785.6,55,0,55
State,6/1/2005,6/30/2005,7/6/2005,785.6,55,0,55
State,7/1/2005,7/31/2005,7/8/2005,785.6,55,0,55
State,8/1/2005,8/31/2005,9/7/2005,785.6,55,0,55
State,9/1/2005,9/30/2005,10/5/2005,"1,226.40",85.86,0,85.86
State,10/1/2005,10/31/2005,11/5/2005,817.6,57.24,0,57.24
State,11/1/2005,11/30/2005,12/7/2005,817.6,57.24,0,57.24
State,12/1/2005,12/31/2005,1/4/2006,817.6,57.24,0,57.24
State,1/1/2006,1/31/2006,2/6/2006,817.61,57.24,0,57.24
State,2/1/2006,2/28/2006,3/3/2006,817.6,57.24,0,57.24
State,3/1/2006,3/31/2006,4/5/2006,"1,351.69",94.62,0,94.62
State,4/1/2006,4/30/2006,5/3/2006,904,63.28,0,63.28
State,5/1/2006,5/31/2006,6/5/2006,904.01,63.28,0,63.28
State,6/1/2006,6/30/2006,7/5/2006,904,63.28,0,63.28
State,7/1/2006,7/31/2006,8/7/2006,904.01,63.28,0,63.28
State,8/1/2006,8/31/2006,9/6/2006,904.01,63.28,0,63.28
State,9/1/2006,9/30/2006,10/5/2006,"1,411.20",98.79,0,98.79
State,10/1/2006,10/31/2006,11/4/2006,940.8,65.86,0,65.86
State,11/1/2006,11/30/2006,12/1/2006,940.8,65.86,0,65.86
State,12/1/2006,12/31/2006,1/4/2007,940.8,65.86,0,65.86
State,1/1/2007,1/31/2007,2/3/2007,940.8,65.86,0,65.86
State,2/1/2007,2/28/2007,3/2/2007,940.8,65.86,0,65.86
State,3/1/2007,3/31/2007,4/4/2007,"1,411.20",98.79,0,98.79
State,4/1/2007,4/30/2007,5/4/2007,940.8,65.86,0,65.86
State,5/1/2007,5/31/2007,6/6/2007,940.8,65.86,0,65.86
State,6/1/2007,6/30/2007,7/5/2007,940.8,65.86,0,65.86
State,7/1/2007,7/31/2007,8/3/2007,940.8,65.86,0,65.86
State,8/1/2007,8/31/2007,9/5/2007,"1,544.40",108.09,0,108.09
State,9/1/2007,9/30/2007,10/3/2007,"1,038.41",72.68,0,72.68
State,10/1/2007,10/31/2007,11/2/2007,"1,038.40",72.68,0,72.68
State,11/1/2007,11/30/2007,12/5/2007,"1,038.41",72.68,0,72.68
State,12/1/2007,12/31/2007,1/3/2008,"1,038.40",72.68,0,72.68
State,1/1/2008,1/31/2008,2/4/2008,"1,038.41",72.68,0,72.68
State,2/1/2008,2/28/2008,3/4/2008,"1,557.61",109.02,0,109.02
State,3/1/2008,3/31/2008,4/3/2008,"1,038.42",72.69,0,72.69
State,4/1/2008,4/30/2008,5/2/2008,"1,038.41",72.68,0,72.68
State,5/1/2008,5/31/2008,6/3/2008,"1,038.41",72.68,0,72.68
State,6/1/2008,6/30/2008,7/2/2008,"1,038.41",72.68,0,72.68
State,7/1/2008,7/31/2008,8/4/2008,"1,248.40",87.38,0,87.38
State,8/1/2008,8/31/2008,9/8/2008,"1,996.08",139.72,0,139.72
State,9/1/2008,9/30/2008,10/3/2008,"1,371.21",95.98,0,95.98
State,9/1/2008,9/30/2008,3/3/2011,8.57,0.6,0,0.6
State,9/1/2008,9/30/2008,3/3/2011,188.54,13.2,0,13.2
State,9/1/2008,9/30/2008,3/3/2011,8.57,0.6,0,0.6
State,9/1/2008,9/30/2008,3/3/2011,188.54,13.2,0,13.2
State,9/1/2008,9/30/2008,3/3/2011,-8.57,-0.6,0,-0.6
State,9/1/2008,9/30/2008,3/3/2011,-188.54,-13.2,0,-13.2
State,10/1/2008,10/31/2008,11/3/2008,"1,371.21",95.98,0,95.98
State,10/1/2008,10/31/2008,3/1/2011,342.8,24,0,24
State,11/1/2008,11/30/2008,12/3/2008,"1,371.20",95.98,0,95.98
State,11/1/2008,11/30/2008,3/1/2011,437.07,30.59,0,30.59
State,12/1/2008,12/31/2008,1/5/2009,"1,371.20",95.98,0,95.98
State,1/1/2009,1/31/2009,2/4/2009,"2,056.82",143.97,0,143.97
State,2/1/2009,2/28/2009,3/3/2009,"1,371.20",95.98,0,95.98
State,3/1/2009,3/31/2009,4/3/2009,"1,371.21",95.98,0,95.98
State,4/1/2009,4/30/2009,5/4/2009,"1,371.20",95.98,0,95.98
State,5/1/2009,5/31/2009,6/3/2009,"1,371.21",95.98,0,95.98
State,6/1/2009,6/30/2009,7/2/2009,"1,371.21",95.98,0,95.98
State,7/1/2009,7/31/2009,8/4/2009,"2,056.81",143.97,0,143.97
State,8/1/2009,8/31/2009,9/3/2009,"1,387.53",97.13,0,97.13
State,9/1/2009,9/30/2009,10/5/2009,"1,425.61",99.8,0,99.8
State,10/1/2009,10/31/2009,11/3/2009,"1,425.61",99.8,0,99.8
State,10/1/2009,10/31/2009,3/3/2011,552.42,38.67,0,38.67
State,11/1/2009,11/30/2009,12/3/2009,"1,425.61",99.8,0,99.8
State,12/1/2009,12/31/2009,1/4/2010,"2,138.40",149.7,0,149.7
State,1/1/2010,1/31/2010,2/1/2010,"1,425.60",99.8,0,99.8
State,2/1/2010,2/28/2010,3/1/2010,"1,425.60",99.8,0,99.8
State,3/1/2010,3/31/2010,4/5/2010,"1,425.60",99.8,0,99.8
State,4/1/2010,4/30/2010,5/4/2010,"1,425.61",99.8,0,99.8
State,4/1/2010,4/30/2010,3/3/2011,187.11,13.1,0,13.1
State,5/1/2010,5/31/2010,6/3/2010,"1,425.61",99.8,0,99.8
State,5/1/2010,5/31/2010,3/3/2011,365.31,25.57,0,25.57
State,6/1/2010,6/30/2010,7/2/2010,"1,425.60",99.8,0,99.8
State,7/1/2010,7/31/2010,8/3/2010,"2,138.40",149.7,0,149.7
State,8/1/2010,8/31/2010,9/3/2010,"1,425.60",99.8,0,99.8
State,8/1/2010,8/31/2010,3/3/2011,552.42,38.67,0,38.67
State,9/1/2010,9/30/2010,10/4/2010,"1,425.60",99.8,0,99.8
State,9/1/2010,9/30/2010,3/3/2011,187.11,13.1,0,13.1
State,10/1/2010,10/31/2010,11/2/2010,"1,425.60",99.8,0,99.8
State,10/1/2010,10/31/2010,3/3/2011,365.31,25.57,0,25.57
State,11/1/2010,11/30/2010,12/3/2010,"1,425.60",99.8,0,99.8
State,11/1/2010,11/30/2010,3/3/2011,365.31,25.57,0,25.57
State,12/1/2010,12/31/2010,1/3/2011,"2,138.41",149.7,0,149.7
State,1/1/2011,1/31/2011,2/3/2011,"1,425.60",99.8,0,99.8
State,2/1/2011,2/28/2011,3/3/2011,"1,425.60",99.79,0,99.79
State,3/1/2011,3/31/2011,4/4/2011,"1,425.60",99.8,0,99.8
State,4/1/2011,4/30/2011,5/4/2011,"1,425.60",99.8,0,99.8
State,5/1/2011,5/31/2011,6/1/2011,"1,425.60",99.8,0,99.8
State,6/1/2011,6/30/2011,7/1/2011,"1,425.60",99.8,0,99.8
State,7/1/2011,7/31/2011,8/2/2011,"2,138.40",149.7,0,149.7
State,8/1/2011,8/31/2011,9/2/2011,"1,425.60",99.8,0,99.8
State,9/1/2011,9/30/2011,10/4/2011,"1,425.60",99.8,0,99.8
State,10/1/2011,10/31/2011,11/3/2011,"2,254.23",157.8,0,157.8
State,11/1/2011,11/30/2011,12/6/2011,"2,129.49",149.07,0,149.07
State,12/1/2011,12/31/2011,1/3/2012,"2,138.40",149.7,0,149.7
State,1/1/2012,1/31/2012,2/7/2012,"1,425.60",99.8,0,99.8
State,2/1/2012,2/28/2012,3/5/2012,"1,425.60",99.8,0,99.8
State,3/1/2012,3/31/2012,4/2/2012,"2,254.23",157.8,0,157.8
State,4/1/2012,4/30/2012,5/4/2012,"2,160.68",151.25,0,151.25
State,5/1/2012,5/31/2012,6/4/2012,"1,425.60",99.8,0,99.8
State,6/1/2012,6/30/2012,7/2/2012,"2,138.40",149.7,0,149.7
State,7/1/2012,7/31/2012,8/2/2012,"1,425.60",99.8,0,99.8
State,8/1/2012,8/31/2012,9/7/2012,"1,425.61",99.8,0,99.8
State,9/1/2012,9/30/2012,10/3/2012,"1,425.60",99.8,0,99.8
State,10/1/2012,10/31/2012,11/6/2012,"1,454.40",101.81,0,101.81
State,11/1/2012,11/30/2012,12/4/2012,"3,134.65",219.43,0,219.43
State,12/1/2012,12/31/2012,1/3/2013,"2,047.74",143.34,0,143.34
State,1/1/2013,1/31/2013,2/4/2013,"1,483.20",103.82,0,103.82
State,2/1/2013,2/28/2013,3/4/2013,"1,483.20",103.82,0,103.82
State,3/1/2013,3/31/2013,4/3/2013,"1,483.20",103.82,0,103.82
State,4/1/2013,4/30/2013,5/3/2013,"2,215.53",155.09,0,155.09
State,5/1/2013,5/31/2013,6/3/2013,"3,086.91",216.08,0,216.08
State,6/1/2013,6/30/2013,7/2/2013,"1,483.20",103.82,0,103.82
State,7/1/2013,7/31/2013,8/5/2013,"1,483.20",103.82,0,103.82
State,8/1/2013,8/31/2013,9/3/2013,"1,483.20",103.82,0,103.82
State,9/1/2013,9/30/2013,10/3/2013,"1,483.20",103.82,0,103.82
State,10/1/2013,10/31/2013,11/4/2013,"1,483.20",103.82,0,103.82
State,11/1/2013,11/30/2013,12/3/2013,"2,224.80",155.73,0,155.73
State,12/1/2013,12/31/2013,1/3/2014,"1,483.20",103.82,0,103.82
State,1/1/2014,1/31/2014,2/3/2014,"1,483.20",103.82,0,103.82
State,2/1/2014,2/28/2014,3/5/2014,"1,483.20",103.82,0,103.82
State,3/1/2014,3/31/2014,4/3/2014,"1,483.20",103.82,0,103.82
State,4/1/2014,4/30/2014,5/2/2014,"1,483.20",103.82,0,103.82
State,5/1/2014,5/31/2014,6/3/2014,"2,224.80",155.73,0,155.73
State,6/1/2014,6/30/2014,7/1/2014,"1,483.20",103.82,0,103.82
State,7/1/2014,7/31/2014,8/4/2014,"1,483.20",103.82,0,103.82
State,8/1/2014,8/31/2014,9/3/2014,"1,483.20",103.82,0,103.82
State,9/1/2014,9/30/2014,10/2/2014,"1,483.20",103.82,0,103.82
State,10/1/2014,10/31/2014,11/3/2014,"2,943.24",206.03,0,206.03
State,11/1/2014,11/30/2014,12/3/2014,"2,062.96",144.4,0,144.4
State,12/1/2014,12/31/2014,1/5/2015,"1,865.34",130.57,0,130.57
State,1/1/2015,1/31/2015,2/2/2015,"1,542.40",107.96,0,107.96
State,2/1/2015,2/28/2015,3/5/2015,"1,542.40",107.96,0,107.96
State,3/1/2015,3/31/2015,4/6/2015,"1,846.06",129.22,0,129.22
State,4/1/2015,4/30/2015,5/4/2015,"2,135.26",149.46,0,149.46
State,5/1/2015,5/31/2015,6/1/2015,"3,210.12",224.7,0,224.7
State,6/1/2015,6/30/2015,7/1/2015,"1,542.40",107.96,0,107.96
State,7/1/2015,7/31/2015,8/4/2015,"1,542.40",107.96,0,107.96
State,8/1/2015,8/31/2015,9/3/2015,"1,542.40",107.96,0,107.96
State,9/1/2015,9/30/2015,10/2/2015,"1,542.40",107.96,0,107.96
State,10/1/2015,10/31/2015,11/2/2015,"3,210.12",224.7,0,224.7
State,11/1/2015,11/30/2015,12/3/2015,"2,303.96",161.28,0,161.28
State,12/1/2015,12/31/2015,1/4/2016,"1,542.40",107.96,0,107.96
State,1/1/2016,1/31/2016,2/4/2016,"1,542.40",107.96,0,107.96
State,2/1/2016,2/28/2016,3/2/2016,"1,542.40",107.96,0,107.96
State,3/1/2016,3/31/2016,4/4/2016,"2,337.70",163.64,0,163.64
State,4/1/2016,4/30/2016,5/2/2016,"3,060.70",214.24,0,214.24
State,5/1/2016,5/31/2016,6/6/2016,"1,542.40",107.96,0,107.96
State,6/1/2016,6/30/2016,7/5/2016,"1,542.40",107.96,0,107.96
State,7/1/2016,7/31/2016,8/3/2016,"1,542.40",107.96,0,107.96
State,8/1/2016,8/31/2016,9/6/2016,"1,542.40",107.96,0,107.96
State,9/1/2016,9/30/2016,10/3/2016,"2,313.60",161.94,0,161.94
State,10/1/2016,10/31/2016,11/3/2016,"1,542.40",107.96,0,107.96
State,11/1/2016,11/30/2016,12/6/2016,"2,294.32",160.6,0,160.6
State,12/1/2016,12/31/2016,1/6/2017,"2,337.70",163.64,0,163.64
State,1/1/2017,1/31/2017,2/4/2017,"1,542.40",107.96,0,107.96
State,2/1/2017,2/28/2017,3/3/2017,"1,542.40",107.96,0,107.96
State,3/1/2017,3/31/2017,4/3/2017,"2,313.60",161.94,0,161.94
State,4/1/2017,4/30/2017,5/1/2017,"2,361.80",165.32,0,165.32
State,5/1/2017,5/31/2017,6/1/2017,"2,135.26",149.46,0,149.46
State,6/1/2017,6/30/2017,7/21/2017,"1,542.40",107.96,0,107.96
State,7/1/2017,7/31/2017,8/7/2017,"1,542.40",107.96,0,107.96
State,8/1/2017,8/31/2017,9/22/2017,"1,542.40",107.96,0,107.96
State,9/1/2017,9/30/2017,12/21/2017,"2,313.60",161.94,0,161.94
State,10/1/2017,10/31/2017,12/13/2017,"2,438.92",170.72,0,170.72
State,11/1/2017,11/30/2017,2/15/2018,"2,361.80",165.33,0,165.33
State,12/1/2017,12/31/2017,2/15/2018,"1,542.40",107.96,0,107.96
State,1/1/2018,1/31/2018,3/19/2018,"1,558.00",0,109.06,109.06
State,1/1/2018,1/31/2018,3/19/2018,"-1,558.00",0,-109.06,-109.06
State,1/1/2018,1/31/2018,3/19/2018,"1,558.00",109.06,0,109.06
State,2/1/2018,2/28/2018,3/19/2018,"1,573.60",110.16,0,110.16
State,3/1/2018,3/31/2018,4/9/2018,"3,275.22",229.27,0,229.27
State,4/1/2018,4/30/2018,4/25/2018,"3,275.22",229.27,0,229.27
State,4/1/2018,4/30/2018,4/28/2018,"-3,275.22",-229.27,0,-229.27
State,4/1/2018,4/30/2018,5/17/2018,"1,573.61",110.16,0,110.16
State,5/1/2018,5/31/2018,6/6/2018,"1,573.61",110.16,0,110.16
State,6/1/2018,6/30/2018,7/11/2018,"1,573.61",110.16,0,110.16
State,7/1/2018,7/31/2018,8/7/2018,"1,573.60",110.16,0,110.16
State,8/1/2018,8/30/2018,9/7/2018,"2,407.20",168.51,0,168.51
State,9/1/2018,9/30/2018,10/19/2018,"1,604.80",112.34,0,112.34
State,10/1/2018,10/31/2018,11/6/2018,"1,604.81",112.34,0,112.34
State,11/1/2018,11/30/2018,12/5/2018,"2,387.14",167.1,0,167.1
State,12/1/2018,12/31/2018,1/4/2019,"2,432.28",170.26,0,170.26
State,1/1/2019,1/31/2019,2/1/2019,"2,432.28",170.26,0,170.26
State,1/1/2019,1/31/2019,2/7/2019,"-2,432.28",-170.26,0,-170.26
State,1/1/2019,1/31/2019,2/7/2019,"1,604.80",112.34,0,112.34
State,2/1/2019,2/28/2019,3/20/2019,"1,604.81",112.34,0,112.34
State,3/1/2019,3/31/2019,4/2/2019,"3,287.34",230.12,0,230.12
State,4/1/2019,4/30/2019,5/6/2019,"1,604.81",112.34,0,112.34
State,5/1/2019,5/31/2019,6/5/2019,"1,604.81",112.34,0,112.34
State,6/1/2019,6/30/2019,7/11/2019,"1,604.81",112.34,0,112.34
State,7/1/2019,7/31/2019,8/6/2019,"1,604.80",112.34,0,112.34
State,8/1/2019,8/31/2019,9/17/2019,"2,455.20",171.87,0,171.87
State,9/1/2019,9/30/2019,10/7/2019,"1,636.81",114.58,0,114.58
State,10/1/2019,10/31/2019,12/5/2019,"2,695.61",188.69,0,188.69
State,10/1/2019,10/31/2019,12/5/2019,"-2,695.61",-188.69,0,-188.69
State,10/1/2019,10/31/2019,12/5/2019,"2,772.33",194.07,0,194.07
State,11/1/2019,11/30/2019,12/5/2019,"2,695.61",188.69,0,188.69
State,12/1/2019,12/31/2019,1/7/2020,"1,636.82",114.58,0,114.58
State,1/1/2020,1/31/2020,2/12/2020,"2,455.20",171.87,0,171.87
State,2/1/2020,2/28/2020,3/6/2020,"1,636.80",114.58,0,114.58
State,3/1/2020,3/31/2020,4/20/2020,"1,636.80",114.58,0,114.58
State,4/1/2020,4/30/2020,5/6/2020,"1,636.80",114.58,0,114.58
State,5/1/2020,5/31/2020,6/12/2020,"1,636.80",114.58,0,114.58
State,6/1/2020,6/30/2020,7/6/2020,"1,636.81",114.58,0,114.58
State,7/1/2020,7/31/2020,8/6/2020,"4,640.88",324.86,0,324.86
State,8/1/2020,8/31/2020,9/8/2020,"2,953.31",206.74,0,206.74
State,9/1/2020,9/30/2020,10/7/2020,"1,669.61",116.88,0,116.88
State,10/1/2020,10/31/2020,11/12/2020,"2,170.57",151.94,0,151.94
State,11/1/2020,11/30/2020,12/9/2020,"3,031.58",212.21,0,212.21
State,12/1/2020,12/31/2020,1/6/2021,"3,245.35",227.18,0,227.18
State,1/1/2021,1/31/2021,2/3/2021,"1,669.60",116.88,0,116.88
State,2/1/2021,2/28/2021,3/4/2021,"1,669.61",116.88,0,116.88
State,3/1/2021,3/31/2021,4/6/2021,"2,710.66",189.75,0,189.75
State,4/1/2021,4/30/2021,5/5/2021,"2,663.69",186.46,0,186.46
State,5/1/2021,5/31/2021,6/7/2021,"1,669.60",116.88,0,116.88
State,6/1/2021,6/30/2021,7/6/2021,"1,669.60",116.88,0,116.88
State,7/1/2021,7/31/2021,8/10/2021,"2,516.10",176.14,0,176.14
State,8/1/2021,8/31/2021,9/13/2021,"1,703.20",119.22,0,119.22
State,9/1/2021,9/30/2021,10/5/2021,"1,703.20",119.22,0,119.22
State,10/1/2021,10/31/2021,11/8/2021,"1,703.21",119.22,0,119.22
State,11/1/2021,11/30/2021,12/6/2021,"2,693.36",188.54,0,188.54
State,12/1/2021,12/31/2021,1/5/2022,"3,411.82",238.83,0,238.83
State,1/1/2022,1/31/2022,2/7/2022,"1,703.20",119.22,0,119.22
State,2/1/2022,2/28/2022,3/8/2022,"1,703.20",119.22,0,119.22
State,3/1/2022,3/31/2022,4/13/2022,"1,703.20",119.22,0,119.22
State,4/1/2022,4/30/2022,5/4/2022,"1,703.20",119.22,0,119.22
State,5/1/2022,5/31/2022,6/7/2022,936.77,65.57,0,65.57
